ORDER_ID,YOUR_ORDER_ID,ORDER_TYPE,OFFER_NAME,YOUR_SKU,SHOP_SKU,TRANSFERRED_TO_DELIVERY_COUNT,UNREDEEMED_COUNT,ORDER_CREATION_DATE,TRANSFERRED_TO_DELIVERY_DATE,DELIVERY_DATE,UNREDEEMED_WAREHOUSE_OR_SC_ACCEPT_DATE,PAYMENT_TYPE,VAT,PRICE_WITH_VAT_AND_NO_DISCOUNT,SHOP_MARKETPLACE_DISCOUNT,SPASIBO_DISCOUNT,YANDEX_PLUS_DISCOUNT,PRICE_WITH_VAT_AND_ALL_DISCOUNTS,UNREDEEMED_PRICE_SUM_WITH_VAT_AND_NO_DISCOUNTS,UNREDEEMED_DISCOUNT_SUM,UNREDEEMED_PRICE_SUM_WITH_VAT_AND_DISCOUNTS,RNPT,ORGANIZATION,INN,KPP,ORGANIZATION_JUR_ADDRESS,UPD_STATUS,UPD_DATE,UPD_NUMBER,UKD_STATUS,UKD_DATE,UKD_NUMBER,CONSIGNMENT_NOTE_DATE,CONSIGNMENT_NOTE_NUMBER,INVOICE_DATE,INVOICE_NUMBER,ADJUSTMENT_INVOICE_DATE,ADJUSTMENT_INVOICE_NUMBER,REDEEMED_PRICE
56641084481,56641084481,Продажа физлицу,Тумба подвесная SanStar Тоскана 60 с раковиной Фест 60 (комплект) для ванной комнаты,391.1-1.4.1.КФЕС,391.1-1.4.1.КФЕС,1,1,01.05.2026,08.05.2026,,18.05.2026,Предоплата,22%,17543,7538,0,0,10005,17543,7538,10005,,,,,,,,,,,,,,,,,,
56642820355,56642820355,Продажа физлицу,"Тумба напольная SanStar Линни 70 с раковиной Клермонт 70 (комплект) для ванной комнаты, белая",416.1-1.4.1.ККЛЕ,416.1-1.4.1.ККЛЕ,1,1,01.05.2026,03.05.2026,,28.05.2026,Предоплата,22%,23297,10076,0,0,13221,23297,10076,13221,,,,,,,,,,,,,,,,,,
56677377920,56677377920,Продажа физлицу,"Тумба подвесная SanStar Riana 70 с раковиной Фостер 70 (комплект) для ванной комнаты, грей",503.1-1.4.1.КФОС,503.1-1.4.1.КФОС,1,1,02.05.2026,06.05.2026,,21.05.2026,Предоплата,22%,32228,13269,0,0,18959,32228,13269,18959,,,,,,,,,,,,,,,,,,
56679457921,56679457921,Продажа физлицу,"Тумба напольная SanStar Лайн 55 Без раковины для ванной комнаты, белая",514.1-1.4.1.Р,514.1-1.4.1.Р,1,1,03.05.2026,04.05.2026,,07.05.2026,Предоплата,22%,7255,2550,0,0,4705,7255,2550,4705,,,,,,,,,,,,,,,,,,
56688801858,56688801858,Продажа физлицу,"Тумба напольная SanStar Darko 40 с раковиной Даллас 100 правый (комплект) для ванной комнаты Дуб вотан, графит софт",429.1-1.4.1.КПДАЛ,429.1-1.4.1.КПДАЛ,1,1,03.05.2026,04.05.2026,,05.05.2026,Предоплата,22%,34692,12854,0,0,21838,34692,12854,21838,,,,,,,,,,,,,,,,,,
56689463424,56689463424,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 80 для ванной комнаты Дуб вотан,446.1-2.4.1.ДИВ,446.1-2.4.1.ДИВ,1,1,03.05.2026,04.05.2026,,05.05.2026,Предоплата,22%,8781,4027,0,600,4154,8781,4627,4154,,,,,,,,,,,,,,,,,,
56693554563,56693554563,Продажа физлицу,"Тумба напольная SanStar Модена 50 с раковиной Como 50 (комплект) для ванной комнаты, белая",222.1-1.4.1.ККОМ,222.1-1.4.1.ККОМ,1,1,03.05.2026,04.05.2026,,18.05.2026,Предоплата,22%,18621,7508,0,0,11113,18621,7508,11113,,,,,,,,,,,,,,,,,,
56699476610,56699476610,Продажа физлицу,"Тумба подвесная SanStar Diva 80 с раковиной Фест 80 (комплект) для ванной комнаты, дуб вотан, графит софт",474.1-1.4.1.РКФЕС,474.1-1.4.1.РКФЕС,1,1,03.05.2026,04.05.2026,,18.05.2026,Предоплата,22%,31566,13123,0,0,18443,31566,13123,18443,,,,,,,,,,,,,,,,,,
56719266113,56719266113,Продажа физлицу,"Шкаф-пенал подвесной SanStar Siva для ванной комнаты, Дуб веллингтон табак",436.1-3.4.1.,436.1-3.4.1.,1,1,04.05.2026,07.05.2026,,07.05.2026,Предоплата,22%,14389,4449,0,0,9940,14389,4449,9940,,,,,,,,,,,,,,,,,,
56719266113,56719266113,Продажа физлицу,"Тумба подвесная SanStar Siva 60 с раковиной Фостер 60 (комплект) для ванной комнаты, Дуб веллингтон табак",433.1-1.4.1.КФОС,433.1-1.4.1.КФОС,1,1,04.05.2026,07.05.2026,,07.05.2026,Предоплата,22%,24723,9087,0,0,15636,24723,9087,15636,,,,,,,,,,,,,,,,,,
56726572737,56726572737,Продажа физлицу,"Тумба подвесная SanStar Ориана 70 с раковиной Como 70 (комплект) для ванной комнаты, белая",286.1-1.4.1.ККОМ,286.1-1.4.1.ККОМ,1,1,04.05.2026,05.05.2026,,18.05.2026,Предоплата,22%,25633,14172,0,0,11461,25633,14172,11461,,,,,,,,,,,,,,,,,,
56727623490,56727623490,Продажа физлицу,"Тумба напольная SanStar Линни 60 с раковиной Клермонт 60 (комплект) для ванной комнаты, белая",415.1-1.4.1.ККЛЕ,415.1-1.4.1.ККЛЕ,1,1,04.05.2026,05.05.2026,,21.05.2026,Предоплата,22%,20489,9300,0,0,11189,20489,9300,11189,,,,,,,,,,,,,,,,,,
56727857987,56727857987,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 60 для ванной комнаты Дуб вотан,444.1-2.4.1.ДИВ,444.1-2.4.1.ДИВ,1,1,04.05.2026,05.05.2026,,07.05.2026,Предоплата,22%,8566,3666,0,0,4900,8566,3666,4900,,,,,,,,,,,,,,,,,,
56738225728,56738225728,Продажа физлицу,"Тумба напольная SanStar Модена 50 с раковиной Como 50 (комплект) для ванной комнаты, белая",222.1-1.4.1.ККОМ,222.1-1.4.1.ККОМ,1,1,04.05.2026,06.05.2026,,28.05.2026,Предоплата,22%,18621,7620,0,0,11001,18621,7620,11001,,,,,,,,,,,,,,,,,,
56793316800,56793316800,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 60 для ванной комнаты Дуб вотан,444.1-2.4.1.ДИВ,444.1-2.4.1.ДИВ,1,1,06.05.2026,07.05.2026,,12.05.2026,Предоплата,22%,8527,3789,0,0,4738,8527,3789,4738,,,,,,,,,,,,,,,,,,
56811600321,56811600321,Продажа физлицу,"Тумба напольная SanStar Diva 70 с раковиной Фостер 70 (комплект) для ванной комнаты, Gold Craft",530.1-1.4.1.КФОС,530.1-1.4.1.КФОС,1,1,06.05.2026,07.05.2026,,12.05.2026,Предоплата,22%,29224,9929,0,0,19295,29224,9929,19295,,,,,,,,,,,,,,,,,,
56817386499,56817386499,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 60 для ванной комнаты Дуб вотан,444.1-2.4.1.ДИВ,444.1-2.4.1.ДИВ,1,1,06.05.2026,08.05.2026,,12.05.2026,При получении,22%,8527,3177,0,0,5350,8527,3177,5350,,,,,,,,,,,,,,,,,,
56825587715,56825587715,Продажа физлицу,"Тумба подвесная SanStar Адель 100 с раковиной Фостер 100 (комплект) для ванной комнаты, белая",386.1-1.4.1.КФОС,386.1-1.4.1.КФОС,1,1,07.05.2026,08.05.2026,,18.05.2026,Предоплата,22%,37446,12881,0,0,24565,37446,12881,24565,,,,,,,,,,,,,,,,,,
56837971648,56837971648,Продажа физлицу,"Тумба напольная SanStar Адель 100 с раковиной Фостер 100 (комплект) для ванной комнаты, белая",385.1-1.4.1.КФОС,385.1-1.4.1.КФОС,1,1,07.05.2026,08.05.2026,,18.05.2026,Предоплата,22%,40825,15111,0,0,25714,40825,15111,25714,,,,,,,,,,,,,,,,,,
56861608258,56861608258,Продажа физлицу,"Тумба подвесная SanStar Diva 80 с раковиной Фест 80 (комплект) для ванной комнаты, дуб вотан, графит софт",474.1-1.4.1.РКФЕС,474.1-1.4.1.РКФЕС,1,1,08.05.2026,09.05.2026,,21.05.2026,Предоплата,22%,31566,11534,0,0,20032,31566,11534,20032,,,,,,,,,,,,,,,,,,
56870478531,56870478531,Продажа физлицу,"Тумба напольная SanStar Diva 70 с раковиной Фостер 70 (комплект) для ванной комнаты, Gold Craft",530.1-1.4.1.КФОС,530.1-1.4.1.КФОС,1,1,08.05.2026,14.05.2026,,26.05.2026,Предоплата,22%,29224,9928,0,0,19296,29224,9928,19296,,,,,,,,,,,,,,,,,,
56871895171,56871895171,Продажа физлицу,"Тумба напольная SanStar Модена 80 Без раковины для ванной комнаты, белая, дуб вотан",486.1-1.4.1.Р,486.1-1.4.1.Р,1,1,08.05.2026,09.05.2026,,12.05.2026,При получении,22%,18082,6498,0,0,11584,18082,6498,11584,,,,,,,,,,,,,,,,,,
56872192768,56872192768,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 80 для ванной комнаты Дуб вотан,446.1-2.4.1.ДИВ,446.1-2.4.1.ДИВ,1,1,08.05.2026,10.05.2026,,12.05.2026,Яндекс.Сплит (предоплата),22%,8775,3249,0,0,5526,8775,3249,5526,,,,,,,,,,,,,,,,,,
56893006787,56893006787,Продажа физлицу,Зеркальный шкаф подвесной SanStar Lavanti 60 для ванной комнаты Дуб вотан,444.1-2.4.1.,444.1-2.4.1.,1,1,09.05.2026,10.05.2026,,18.05.2026,Яндекс.Сплит (предоплата),22%,8746,3285,0,0,5461,8746,3285,5461,,,,,,,,,,,,,,,,,,
56925303363,56925303363,Продажа физлицу,"Шкаф-пенал универсальный SanStar Адель для ванной комнаты, белый",177.1-3.4.1.,1771-341,1,1,10.05.2026,11.05.2026,,12.05.2026,Предоплата,22%,14725,4095,0,0,10630,14725,4095,10630,,,,,,,,,,,,,,,,,,
56962979330,56962979330,Продажа физлицу,"Тумба подвесная SanStar Graffa 50 с раковиной Фостер 50 (комплект) для ванной комнаты Дуб вотан, графит софт",450.1-1.4.1.КФОС,450.1-1.4.1.КФОС,1,1,11.05.2026,12.05.2026,,26.05.2026,Предоплата,22%,18472,7914,0,0,10558,18472,7914,10558,,,,,,,,,,,,,,,,,,
56965385153,56965385153,Продажа физлицу,"Тумба напольная SanStar Модена 50 с раковиной Como 50 (комплект) для ванной комнаты, Gold Craft",524.1-1.4.1.РККОМ,524.1-1.4.1.РККОМ,1,1,11.05.2026,12.05.2026,,26.05.2026,Предоплата,22%,20108,6102,0,0,14006,20108,6102,14006,,,,,,,,,,,,,,,,,,
56971724545,56971724545,Продажа физлицу,"Тумба подвесная SanStar Diva 100 с раковиной Фостер 100 (комплект) для ванной комнаты, Gold Craft",537.1-1.4.1.КФОС,537.1-1.4.1.КФОС,1,1,11.05.2026,13.05.2026,,26.05.2026,Предоплата,22%,39828,13333,0,639,25856,39828,13972,25856,,,,,,,,,,,,,,,,,,
56981969856,56981969856,Продажа физлицу,Шкаф напольный SanStar Lavanti для стиральной машины для ванной комнаты Дуб вотан,448.1-3.4.1.,448.1-3.4.1.,1,1,11.05.2026,14.05.2026,,26.05.2026,Предоплата,22%,22620,7564,0,0,15056,22620,7564,15056,,,,,,,,,,,,,,,,,,
56986061441,56986061441,Продажа физлицу,"Тумба напольная SanStar Diva 70 с раковиной Фостер 70 (комплект) для ванной комнаты, Gold Craft",530.1-1.4.1.КФОС,530.1-1.4.1.КФОС,1,1,11.05.2026,14.05.2026,,18.05.2026,Предоплата,22%,29085,10108,0,0,18977,29085,10108,18977,,,,,,,,,,,,,,,,,,
56996738497,56996738497,Продажа физлицу,Зеркальный шкаф подвесной SanStar Lavanti 70 для ванной комнаты Дуб вотан,445.1-2.4.1.,445.1-2.4.1.,1,1,12.05.2026,13.05.2026,,29.05.2026,Предоплата,22%,9556,3241,0,0,6315,9556,3241,6315,,,,,,,,,,,,,,,,,,
56996738497,56996738497,Продажа физлицу,"Тумба напольная SanStar Модена 70 с раковиной Como 70 (комплект) для ванной комнаты, белая, дуб вотан",485.1-1.4.1.РККОМ,485.1-1.4.1.РККОМ,1,1,12.05.2026,13.05.2026,,29.05.2026,Предоплата,22%,28545,9148,0,0,19397,28545,9148,19397,,,,,,,,,,,,,,,,,,
57014102848,57014102848,Продажа физлицу,"Тумба подвесная SanStar Riana 80 с раковиной Фест 80 (комплект) для ванной комнаты, грей",504.1-1.4.1.КФЕС,504.1-1.4.1.КФЕС,1,1,12.05.2026,14.05.2026,,18.05.2026,Предоплата,22%,35716,14346,0,0,21370,35716,14346,21370,,,,,,,,,,,,,,,,,,
57015879491,57015879491,Продажа физлицу,"Тумба подвесная SanStar Lavanti 90 с раковиной Квадро 90 (комплект) для ванной комнаты, Дуб вотан",469.1-1.4.1.ККВА,469.1-1.4.1.ККВА,1,1,12.05.2026,14.05.2026,,21.05.2026,Предоплата,22%,32084,13388,0,0,18696,32084,13388,18696,,,,,,,,,,,,,,,,,,
57039995714,57039995714,Продажа физлицу,"Тумба подвесная SanStar Graffa 70 с раковиной Фостер 70 (комплект) для ванной комнаты Дуб вотан, графит софт",452.1-1.4.1.КФОС,452.1-1.4.1.КФОС,1,1,13.05.2026,14.05.2026,,18.05.2026,Яндекс.Сплит (предоплата),22%,28018,10454,0,0,17564,28018,10454,17564,,,,,,,,,,,,,,,,,,
57048217794,57048217794,Продажа физлицу,Зеркальный шкаф подвесной SanStar Graffa 60 для ванной комнаты Дуб вотан,444.1-2.4.1.ЛАВ,444.1-2.4.1.ЛАВ,1,1,13.05.2026,14.05.2026,,21.05.2026,При получении,22%,9232,3053,0,0,6179,9232,3053,6179,,,,,,,,,,,,,,,,,,
57050437378,57050437378,Продажа физлицу,"Тумба подвесная SanStar Diva 80 с раковиной Фест 80 (комплект) для ванной комнаты, Gold Craft",536.1-1.4.1.КФЕС,536.1-1.4.1.КФЕС,1,1,13.05.2026,14.05.2026,,31.05.2026,Яндекс.Сплит (предоплата),22%,31566,11178,0,0,20388,31566,11178,20388,,,,,,,,,,,,,,,,,,
57066399426,57066399426,Продажа физлицу,Тумба подвесная SanStar Noche 50 с раковиной Como 50 (комплект) для ванной комнаты Графит софт,421.1-1.4.1.ККОМ,421.1-1.4.1.ККОМ,1,1,14.05.2026,16.05.2026,,18.05.2026,Яндекс.Сплит (предоплата),22%,23339,9326,0,0,14013,23339,9326,14013,,,,,,,,,,,,,,,,,,
57086148673,57086148673,Продажа физлицу,Зеркальный шкаф подвесной SanStar Graffa 80 для ванной комнаты Дуб вотан,446.1-2.4.1.ЛАВ,446.1-2.4.1.ЛАВ,1,1,14.05.2026,15.05.2026,,26.05.2026,Предоплата,22%,10712,3880,0,0,6832,10712,3880,6832,,,,,,,,,,,,,,,,,,
57104170050,57104170050,Продажа физлицу,Тумба подвесная SanStar Noche 50 с раковиной Como 50 (комплект) для ванной комнаты Графит софт,421.1-1.4.1.ККОМ,421.1-1.4.1.ККОМ,1,1,15.05.2026,17.05.2026,,18.05.2026,Яндекс.Сплит (предоплата),22%,22625,9086,0,0,13539,22625,9086,13539,,,,,,,,,,,,,,,,,,
57123200832,57123200832,Продажа физлицу,Шкаф-пенал подвесной SanStar Lavanti для ванной комнаты Дуб вотан,437.1-3.4.1.,437.1-3.4.1.,1,1,15.05.2026,16.05.2026,,26.05.2026,Предоплата,22%,14984,4611,0,0,10373,14984,4611,10373,,,,,,,,,,,,,,,,,,
57143670529,57143670529,Продажа физлицу,"Тумба напольная SanStar Модена 80 с раковиной Фест 80 (комплект) для ванной комнаты, белая, дуб вотан",486.1-1.4.1.РКФЕС,486.1-1.4.1.РКФЕС,1,1,16.05.2026,17.05.2026,,18.05.2026,Предоплата,22%,31490,10928,0,0,20562,31490,10928,20562,,,,,,,,,,,,,,,,,,
57203404161,57203404161,Продажа физлицу,Зеркальный шкаф подвесной SanStar Diva 100 для ванной комнаты Дуб вотан,447.1-2.4.1.ДИВ,447.1-2.4.1.ДИВ,1,1,18.05.2026,19.05.2026,,26.05.2026,При получении,22%,9300,3407,0,0,5893,9300,3407,5893,,,,,,,,,,,,,,,,,,
57230470145,57230470145,Продажа физлицу,"Зеркальный шкаф подвесной SanStar Универсальный 90 для ванной комнаты, белый",40.1-2.4.1.,401-241,1,1,18.05.2026,20.05.2026,,28.05.2026,При получении,22%,14173,4328,0,0,9845,14173,4328,9845,,,,,,,,,,,,,,,,,,
57230866498,57230866498,Продажа физлицу,"Тумба подвесная SanStar Riana 80 Без раковины для ванной комнаты, cappuccino",521.1-1.4.1.,521.1-1.4.1.,1,1,18.05.2026,20.05.2026,,28.05.2026,При получении,22%,28327,10593,0,0,17734,28327,10593,17734,,,,,,,,,,,,,,,,,,
57234948419,57234948419,Продажа физлицу,"Тумба подвесная SanStar Diva 70 без раковины для ванной комнаты, дуб вотан, графит софт",473.1-1.4.1.Р,473.1-1.4.1.,1,1,18.05.2026,22.05.2026,,29.05.2026,Предоплата,22%,18409,5838,0,0,12571,18409,5838,12571,,,,,,,,,,,,,,,,,,
57307370434,57307370434,Продажа физлицу,"Тумба подвесная SanStar Riana 60 с раковиной Como 60 (комплект) для ванной комнаты, cappuccino",519.1-1.4.1.ККОМ,519.1-1.4.1.ККОМ,1,1,20.05.2026,22.05.2026,,26.05.2026,Предоплата,22%,30121,12663,0,0,17458,30121,12663,17458,,,,,,,,,,,,,,,,,,
57344350211,57344350211,Продажа физлицу,"Зеркало универсальное SanStar Oscar 100 для ванной комнаты, сенсорное",323.1-2.4.1.,3231241,1,1,21.05.2026,23.05.2026,,31.05.2026,Предоплата,22%,16495,5060,0,0,11435,16495,5060,11435,,,,,,,,,,,,,,,,,,
57344350211,57344350211,Продажа физлицу,"Шкаф-пенал напольно/подвесной SanStar Diva для ванной комнаты, Gold Craft",538.1-3.4.1.,538.1-3.4.1.,1,1,21.05.2026,23.05.2026,,31.05.2026,Предоплата,22%,18317,5330,0,0,12987,18317,5330,12987,,,,,,,,,,,,,,,,,,
57360907138,57360907138,Продажа физлицу,"Шкаф-пенал универсальный SanStar Линни для ванной комнаты, белый",276.1-3.4.1.КАС,276.1-3.4.1.КАС,1,1,22.05.2026,23.05.2026,,26.05.2026,Предоплата,22%,13578,5466,0,0,8112,13578,5466,8112,,,,,,,,,,,,,,,,,,
57401337409,57401337409,Продажа физлицу,"Тумба подвесная SanStar Адель 70 с раковиной Como 70 (комплект) для ванной комнаты, белая",172.1-1.4.1.ККОМ,172.1-1.4.1.ККОМ,1,1,23.05.2026,24.05.2026,,26.05.2026,Яндекс.Сплит (предоплата),22%,25907,9974,0,0,15933,25907,9974,15933,,,,,,,,,,,,,,,,,,
57478715203,57478715203,Продажа физлицу,"Тумба напольная SanStar Модена 60 с раковиной Фостер 60 (комплект) для ванной комнаты, белая",223.1-1.4.1.К,2231141К,1,1,25.05.2026,28.05.2026,,28.05.2026,Предоплата,22%,21213,7577,0,0,13636,21213,7577,13636,,,,,,,,,,,,,,,,,,
